Time,BallX,BallY,VelX,VelY,Pitch,Roll,TargetX,TargetY
2697,-182,-305,12.70646228743281,-191.13399374090093,-0.05387407901713521,-0.2687051348278919,0,0
2730,-199,-295,-159.0953307216383,0.43412334359056515,-0.053998775984823257,-0.22300681980471582,0,0
2763,-211,-282,-114.51288085811169,-80.0535392961788,-0.03066153362511145,-0.1896239753060202,0,0
2797,-222,-270,-1.7942910695724563,25.129753904581065,-0.03800891168981959,-0.18909936472303018,0,0
2829,-250,-272,554.5822042427571,407.5187462935514,-0.15263228936077586,-0.2879793265790644,0,0
2862,-269,-268,-231.06783372946373,-154.47975968885873,-0.10747293327508266,-0.2775389999603047,0,0
2895,-284,-262,-62.742995411713494,-55.26815109465729,-0.09178936304846143,-0.25973427598676635,0,0
2928,-293,-250,-145.1797807860262,-162.6893012493949,-0.0445645249726962,-0.21759203561298096,0,0
2961,-303,-246,61.93559952970287,225.75629677603004,-0.10885054930812067,-0.2352287240042052,0,0
2995,-315,-275,68.8205549953212,895.6579592468723,-0.2879793265790644,-0.25586450219158885,0,0
3027,-322,-301,-95.5308604030877,29.153525634345637,-0.2879793265790644,-0.22942829639168116,0,0
3060,-322,-322,-183.8920196825639,-123.61823930724181,-0.2879793265790644,-0.17628985399519673,0,0
3093,-317,-335,-128.60533305168553,-183.99205314608122,-0.2879793265790644,-0.13924053899726796,0,0
3126,-302,-320,-287.74393853824114,-787.2947341179743,-0.07218794257305215,-0.05716531075098689,0,0
3159,-296,-306,256.7302540955335,35.70898542801881,-0.08270133565151773,-0.13275149848744536,0,0
3192,-290,-292,-1.4324106494269189,-22.575624848662816,-0.07634535133110636,-0.13234821487119203,0,0
3227,-279,-272,-111.52013687922236,-132.12804920731332,-0.03612648869245991,-0.09840225794912284,0,0
3258,-276,-257,218.76097107441382,85.28261185756128,-0.05965004850024793,-0.15874324275941046,0,0
3291,-273,-244,11.629706870360966,62.03520582401061,-0.0771896444792393,-0.16203138144051535,0,0
3324,-268,-234,-46.40945162965417,79.16808579765485,-0.10005462735302387,-0.14862760508288095,0,0
3357,-259,-236,-105.96250081349271,328.3535025793958,-0.19563974817264507,-0.11778146407009289,0,0
3390,-247,-234,-98.85244380622734,-111.98970551052231,-0.1633235611974437,-0.08925621666065599,0,0
3424,-242,-232,183.92524800817844,-1.2764578102849933,-0.1629454960369995,-0.14373175657875534,0,0
3456,-247,-226,288.8295909878548,-127.03165629012238,-0.12724313725177208,-0.2249075672891814,0,0
3489,-250,-220,-53.95849339839083,-6.687245516901906,-0.12534583006222585,-0.2095984482800025,0,0
3588,-241,-221,-23096.385035945263,-23662.443374557446,-0.2879793265790644,-0.2879793265790644,0,0
4380,-337,203,-20183.940089742464,-34964.98349064431,0.2879793265790644,-0.2879793265790644,0,0
4414,-362,248,-8228.291050763044,4100.329014980706,0.2879793265790644,-0.2879793265790644,0,0
4479,-378,299,-202.80998889171093,214.05701873609425,0.2879793265790644,-0.23336800112579845,0,0
4513,-380,337,-141.2851638198843,-361.9595390056421,0.2879793265790644,-0.1912836258701337,0,0
4676,-216,340,-23596.45379738113,-38982.67635772977,0.2879793265790644,-0.2879793265790644,0,0
4710,-195,325,-6279.553608406333,9380.479704852723,0.020636698184017366,0.0808577777704772,0,0
4744,-171,316,-81.66622602883172,-165.40267854068435,0.07065065971904415,0.10555176412760946,0,0
4776,-160,308,319.1318341078607,-7.042570151176831,0.07256798454215292,0.01866879750540428,0,0
4808,-144,298,-139.65040096860807,43.830549468002616,0.06004819695254343,0.05855863183675666,0,0
4841,-124,287,-130.22723341450265,27.231747867818537,0.05223525399850645,0.09592156390664267,0,0
4874,-105,273,4.058040159083854,91.52056719386027,0.02612277237952953,0.09476373127609647,0,0
4907,-96,260,272.86209369284893,-26.907224886592495,0.03388252374731324,0.016073267518741347,0,0
4941,-86,252,-32.42211678907615,-140.31878350535732,0.07492319541879566,0.025556142275734446,0,0
4974,-79,259,74.19079993462296,-425.4024767522416,0.19883669403966345,0.003945451017972425,0,0
5007,-69,281,-97.66708250540344,-466.89747627859464,0.2879793265790644,0.03187484213897168,0,0
5039,-66,314,195.10257376047497,-372.6025414196686,0.2879793265790644,-0.0237317974068469,0,0
5072,-67,343,117.68575474872421,52.9834580288296,0.2879793265790644,-0.057165707173914206,0,0
5237,-74,339,-28226.983377579043,-40275.47486546383,0.2879793265790644,-0.2879793265790644,0,0
5271,-70,319,-2108.297246386028,9704.748141907763,-0.02033771339768912,0.0014525810476351745,0,0
5304,-63,295,-94.37511042852982,148.5783825893988,-0.06269984128789717,0.0283604691801524,0,0
5337,-56,245,-5.1491476426531895,769.200549570378,-0.2838391540292219,0.029840809998338144,0,0
5371,-49,201,-1.4707631297861576,-146.51860525620287,-0.24047788471565965,0.03027607319276727,0,0
5403,-48,160,165.33782914736494,35.67249621717179,-0.25042989648542113,-0.01585033219372531,0,0
5436,-42,123,-142.86733130082428,-102.51111123442784,-0.22090242400840987,0.025301413622413806,0,0
5469,-40,100,109.29517699367877,-359.8035057185256,-0.11701997322370465,-0.0062542845978631285,0,0
5502,-38,78,-1.196495184077023,2.5762773713501086,-0.1177589931727137,-0.005911063087726284,0,0
5535,-36,57,0.018599084409600758,-11.446563627890415,-0.11441977587998456,-0.005916488854472397,0,0
5568,-33,40,-30.973017861335247,-80.65098971510317,-0.09124967381214576,0.0029817030676751012,0,0
5602,-32,28,54.59171459727477,-130.66759612799405,-0.05228008720461949,-0.013299430228509265,0,0
5634,-28,18,-95.12005450240697,-21.599061317639435,-0.04628056558364369,0.013121848695752619,0,0
5667,-22,13,-58.22139900852651,-141.7018275584197,-0.0054904779380497105,0.02988137826094336,0,0
5700,-13,12,-91.66516074748074,-108.88118475369893,0.02609973803425266,0.05647662730878545,0,0
5733,-4,16,-15.27822963768587,-145.10492401650433,0.06767168875100217,0.060853775871054894,0,0
5765,7,26,-74.26689453395102,-185.8674935825141,0.12048070257937549,0.08195462241952704,0,0
5800,16,34,54.462113321680874,53.35517198848922,0.1044120462034014,0.0655525951771774,0,0
5832,23,42,27.1983837482125,-32.22160468240016,0.11334849110122647,0.05800930675093208,0,0
5865,30,50,-4.918748139206712,-6.407140730522003,0.11518176378863067,0.05941670624457379,0,0
5898,33,50,105.49197187391727,217.5047698137429,0.05203081654330186,0.028787870121484184,0,0
5931,35,49,22.291403138510784,26.655787257910113,0.044380735180635004,0.022390345784737774,0,0
5964,35,45,53.26706857677368,84.79547553872257,0.019842310002805,0.006975726450282752,0,0
5997,34,39,27.832474838645705,64.38775634792313,0.0015005169096148972,-0.0009527606366620888,0,0
6031,30,35,76.27043679231552,-55.96345382301352,0.018503733537365473,-0.024125790006404198,0,0
6062,28,31,-47.19806004317877,18.350737083105344,0.013553333462966303,-0.011393370655011581,0,0
6096,24,27,51.93662115544055,-5.709175030755937,0.015235219147476267,-0.026693560113660357,0,0
6128,20,24,9.493939815865303,-20.832717746714383,0.02110951773389101,-0.029370610603082936,0,0
6162,15,22,28.970677482598862,-28.061062724781102,0.029302735275171705,-0.037829415790229186,0,0
6195,10,18,6.919295708743321,58.896315362674464,0.012190359316532147,-0.039839823212287656,0,0
6229,8,15,-78.20824601095248,-25.22946831288291,0.019718436901634318,-0.016503709408233747,0,0
6261,6,11,6.857853844342366,41.42977361231461,0.008251786816855587,-0.01840177940739625,0,0
6294,6,7,-57.43320208962335,0.26801138467426006,0.00817434301379665,-0.0018060456213897453,0,0
6327,2,7,113.83579783190612,-109.3345538731401,0.03990178414701332,-0.03483968820390945,0,0
6360,-7,8,161.91824596150175,-30.82376922172708,0.04854976064553277,-0.08026778545197537,0,0
6393,-8,8,-222.3380329419523,27.47197305418871,0.040523571674632025,-0.015309689275538762,0,0
6426,-8,8,-26.568599856764894,-0.4000000000000107,0.04063955566905634,-0.007605858431416677,0,0
6460,-8,9,0.3999999999999987,-27.379236684911376,0.04881643891112472,-0.007725319515539225,0,0
6492,-8,9,0.4,27.18837339115651,0.04129120014532727,-0.007836032115480862,0,0
6525,-8,8,0.3999999999999993,28.48577028903481,0.03308409598720725,-0.00795127708270268,0,0
6559,-7,7,-27.85493191102102,0.6663413579785676,0.032889755137943004,0.00017271381020467737,0,0
6591,-6,6,-2.170346907610651,2.1703469076106545,0.03228019718162602,0.0007822717665216586,0,0
6621,-7,4,63.950176063285745,35.967873315568546,0.022638137905154697,-0.01636112125349549,0,0
6658,-6,2,-51.13485143848512,-5.608517927228563,0.024402253535982948,-0.0002770520086124591,0,0
6690,-6,-1,25.78117898789989,37.573941701106214,0.01369188779124733,-0.007625917839283912,0,0
6723,-7,-3,29.07473861214488,-25.617976669808836,0.02109390534296438,-0.016026726704580132,0,0
6756,-7,-8,-27.367908111010273,92.22082573542646,-0.005213575914470167,-0.008219588523545452,0,0
6789,-6,-12,-29.0688499911476,-22.096809827490315,0.0010989532529251437,8.468548090703843e-05,0,0
6822,-7,-14,57.137027311849515,-52.555210481965965,0.016214956349666743,-0.016349146176581897,0,0
6856,-8,-17,0.38061171919879916,27.02290575223548,0.008031988659039572,-0.016464401487370234,0,0
6888,-7,-24,-58.617583664612745,139.94730170285172,-0.030499013886504812,-0.0003255103625488471,0,0
6921,-8,-27,57.848334931487535,-113.50864388125107,0.0022961043407043707,-0.017039153645170176,0,0
6954,-10,-31,30.062352316818963,33.47593352784529,-0.007436277671790261,-0.025779112956480152,0,0
6987,-9,-34,-83.76043873687253,-20.320536609078083,-0.0016221818224055292,-0.0018136425276562272,0,0
7020,-9,-39,28.408393325505248,64.99638999379162,-0.020185089693452257,-0.009927052951161036,0,0
7053,-10,-43,29.009087500150304,-21.708432774552293,-0.013888435172131754,-0.018341303941279807,0,0
7087,-10,-46,-25.746261098988853,-22.656169762154963,-0.007089300407570507,-0.01061483028164054,0,0
7119,-10,-49,0.5,13.36492491932456,-0.010799309098527445,-0.010753626747514903,0,0
7152,-10,-53,0.5,33.297216347903685,-0.020338267378269857,-0.010896866323161036,0,0
7185,-11,-56,29.325293414124886,-21.37577144504134,-0.014167545165866425,-0.01936244333969329,0,0
7217,-12,-58,3.481409406211433,-20.13486398986506,-0.008634133821313112,-0.020319195285624567,0,0
7251,-11,-61,-53.727969158803376,27.549585349410165,-0.01691216137150384,-0.004175155247581143,0,0
7285,-11,-63,26.339007046331666,-18.98687536154099,-0.011314287918846868,-0.011940647225932577,0,0
7317,-11,-63,0.5500000000000056,-52.268419751719335,0.003302826605349156,-0.012094457366481993,0,0
7350,-12,-67,29.455243460142075,118.77097384056829,-0.030935099431074795,-0.020585475115708688,0,0
7383,-12,-69,-26.81442234970021,-48.818748054221366,-0.016821869887610287,-0.012833574200994421,0,0
7416,-12,-68,0.5999999999999946,-80.03922011667453,0.0063018709729051065,-0.013006917275753075,0,0
7447,-13,-70,33.52021881031937,98.56386100814068,-0.02027866842198087,-0.02204659457227561,0,0
7483,-12,-72,-51.99238284438942,-0.8487833070640352,-0.020016317095472826,-0.0059762141889459315,0,0
7516,-14,-73,81.47539691934041,-18.861832731216705,-0.014475088672620375,-0.02991205285352258,0,0
7548,-15,-73,-24.26138506646319,-24.07683937298162,-0.007722147857128508,-0.02310735166672411,0,0
7582,-16,-73,1.1861938074370486,3.6499999999999946,-0.008782392754654053,-0.023451914935713573,0,0
7614,-15,-74,-56.01085658096279,32.97466281008414,-0.018217969065766317,-0.007424618020980079,0,0
7647,-17,-73,86.59082340340088,-53.101712103709104,-0.0029466586220222107,-0.03232692895193765,0,0
7681,-19,-73,3.4161984817047775,31.146890761755003,-0.01194534939053819,-0.03331390752311761,0,0
7715,-19,-73,-51.928606652597,3.6499999999999986,-0.013037026558918585,-0.017782599504365136,0,0
7747,-20,-73,32.1217012470939,3.6500000000000026,-0.014049261111833269,-0.026690735367573656,0,0
7778,-20,-71,-28.83999669100688,-59.24471371744878,0.0023067930348181862,-0.01872869929939312,0,0
7813,-21,-69,27.38153423936523,5.570964894422953,0.0006237567528122527,-0.027000895670254092,0,0
7844,-21,-69,-26.722316015087415,58.99463203017483,-0.015440230107569765,-0.019724522912716137,0,0
7877,-21,-67,1.0500000000000054,-53.092874628197414,3.98578652647942e-05,-0.020030667428064038,0,0
7911,-22,-65,28.68429010470458,1.2054549064145983,-0.0003157478430483633,-0.028492449984893524,0,0
7946,-23,-65,1.5530593751892858,53.928977684983884,-0.016798228752892153,-0.02896711634428455,0,0
7977,-22,-63,-59.05914011817142,-61.990558208579806,-2.170179361957161e-06,-0.01296531211162252,0,0
8043,-25,-61,38.95036689271976,17.194109794397654,-0.009845378580103946,-0.035263446949363494,0,0
8076,-26,-60,-11.403910398438349,1.8853338859540454,-0.010389861147943104,-0.031970008867436006,0,0
8108,-26,-59,-26.78525134739292,0.8450823525175899,-0.010627896252357502,-0.02442538308954782,0,0
8142,-27,-59,29.361507415697137,30.66250629848103,-0.019602305436059404,-0.033019011387043426,0,0
8176,-29,-57,29.66910879242169,-51.66983087342137,-0.004267186458848311,-0.041824523338383,0,0
8208,-31,-56,7.871240894867726,27.224723323912137,-0.01186434103827073,-0.044021020731532204,0,0
8240,-31,-56,-55.824828245149256,31.487414122574638,-0.020850500139520528,-0.028089233305037865,0,0
8274,-32,-55,30.447517801460855,-26.097517801460846,-0.013326377135182784,-0.03686749608304547,0,0
8306,-32,-53,-25.991964804204954,-27.890570319766226,-0.005316348255223919,-0.0294027369783883,0,0
8339,-32,-52,1.6,28.936287091160484,-0.013658008068512889,-0.02986397983443321,0,0
8373,-32,-52,1.6000000000000054,30.01363091171962,-0.022334782450753383,-0.030326530968363623,0,0
8407,-33,-49,28.87638363181224,-79.22915089543667,0.0011945189858074794,-0.03890217676529234,0,0
8438,-33,-48,-26.833038220008657,55.07637921435121,-0.013680962626914659,-0.03165488904687235,0,0
8471,-31,-48,-53.37411541940159,31.009110158536974,-0.022849399486709988,-0.015873810368112234,0,0
8504,-30,-46,26.24509332058929,-55.781575729044114,-0.006822021122903398,-0.02341465222037064,0,0
8537,-29,-44,0.06936057821324679,-0.561278843573474,-0.0066608293862893036,-0.023434571645773474,0,0
8570,-28,-43,0.24494849436824642,28.491671794349163,-0.014903897460883967,-0.02350543891984643,0,0
8605,-27,-42,1.0864721863783675,1.836472186378361,-0.015457167796073215,-0.023832758241745224,0,0
8636,-27,-40,29.307896858924476,-35.043011144196,-0.005951997830276517,-0.03178231884993102,0,0
8670,-27,-38,1.3499999999999974,4.18085471519977,-0.007193871259297615,-0.03218332037793995,0,0
8703,-23,-37,-114.662411164195,26.35204647604208,-0.014777176482465178,0.0008129807735834936,0,0
8736,-22,-36,82.70658823496191,0.3240108458918953,-0.014870060855045726,-0.02289656368729934,0,0
8768,-24,-35,89.14987238488929,0.005170607230707196,-0.01487152452623111,-0.04813269042602913,0,0
8801,-21,-33,-141.5526669413072,-28.079038365118272,-0.006778742252524234,-0.00733517809948052,0,0
8836,-18,-32,0.5044770202231382,27.746915443195924,-0.015148449610886705,-0.0074873508711505955,0,0
8867,-17,-29,52.02151875811995,-67.35526388930887,0.003208638072645689,-0.021665360519256393,0,0
8901,-15,-26,-26.206729544066924,3.598915564851757,0.0021496939876306034,-0.013954298467867898,0,0
8934,-14,-26,25.677224594538703,83.1740902184505,-0.021513722854272204,-0.02125958870101483,0,0
8966,-11,-24,-58.382771060642646,-56.689039849164715,-0.005197890861219647,-0.00445627916448311,0,0
9000,-9,-21,25.670255545109566,-29.210910224589682,0.003315437592618032,-0.011937707003232887,0,0
9034,-6,-18,-28.356557167554833,-1.417787900706637,0.0037374036200866815,-0.003498148607568021,0,0
9066,-4,-17,21.175495257794864,52.662605743791076,-0.010936038698935476,-0.009398301170349512,0,0
9098,-3,-15,28.183300499320037,-30.063962471075637,-0.0024240472237526157,-0.017377821961181112,0,0
9131,-1,-12,-29.7996532116247,-30.156829466842876,0.006255788399811797,-0.00880078995585988,0,0
9165,2,-10,-30.476348934091597,25.688042815674237,-0.0012231805867788101,7.227484468250574e-05,0,0
9198,5,-8,-5.038728437967457,-2.792485625311635,-0.00041714924310585783,0.0015266683844181975,0,0
9231,6,-5,52.939488815924236,-30.20805715678056,0.00838358576606521,-0.013896581451605978,0,0
9265,8,-3,-28.367310384269462,24.941006877335237,0.0009692390506446765,-0.005463679139067311,0,0
9297,10,-1,-8.07768339568082,-7.527683395680829,0.0030334512345096495,-0.0032486480855116804,0,0
9330,11,1,28.40112669686605,-0.06015385890183991,0.003050759154431262,-0.011420433495905314,0,0
9362,14,4,-62.083667034402396,-33.5834853037869,0.012574323697888272,0.006185178451403643,0,0
9395,16,5,25.557082306099982,54.518600209745586,-0.0032668973106207825,-0.0012408263907238944,0,0
9429,17,7,24.86489797531406,-29.67179639175254,0.005400446856263953,-0.00850404111426606,0,0
9463,19,10,-28.913272952085652,-29.302231857277594,0.014119325803794141,9.910311290390483e-05,0,0
9495,20,12,23.221986254836764,20.013003041771313,0.00859804319107334,-0.006307489074888194,0,0
9528,23,12,-58.65069921151449,56.7155336829289,-0.007790787193184746,0.010640537310076812,0,0
9561,23,14,81.0581867733503,-58.31219408966737,0.009033459559156479,-0.012746388132570109,0,0
9594,24,17,-29.94817919472241,-32.261048272476465,0.018351022599129744,-0.00409682271168115,0,0
9627,24,19,25.91484292031859,24.014506509800054,0.011345206912672096,-0.011657028580128353,0,0
9660,26,19,-59.30608391406128,53.52534782050705,-0.004044148849333357,0.005394377181221298,0,0
9694,27,21,24.93815308179613,-56.091978467835496,0.012522312125056848,-0.0019709707898766943,0,0
9725,27,23,27.210027222002722,-9.215523325338781,0.015018334080183172,-0.00934079917053537,0,0
9759,27,24,-1.3499999999999974,28.405136369519308,0.006644160929279954,-0.008942803061428478,0,0
9792,27,24,-1.3500000000000054,25.67558003160486,-0.000759275611577834,-0.00855353671115108,0,0
9825,27,26,-1.3499999999999972,-59.650288038081484,0.01633921692529314,-0.008166565152689546,0,0
9858,27,27,-1.35,25.090098217713685,0.009119113644164116,-0.00777807964956614,0,0
9892,29,26,-55.28066450923891,52.19157204290853,-0.0064721672027163255,0.008736011266437017,0,0
9924,29,27,53.162660462934376,-59.183969480821325,0.01010366471209828,-0.0061534145647168005,0,0
9957,27,28,57.30006624140155,-2.1925908338653337,0.010730514381479865,-0.02253518859395716,0,0
9990,29,28,-114.01596556377795,26.22436704701262,0.003144339142493668,0.010447307923821203,0,0
10023,29,28,53.50398779459567,-1.3999999999999986,0.003546738205896517,-0.004931231059652211,0,0
10056,28,29,27.723102876234357,-30.57310287623436,0.012318398478207905,-0.012885204233690028,0,0
10090,28,29,-28.04748363672125,25.197483636721252,0.004788750360081073,-0.004503903726537027,0,0
10122,28,28,-1.4,29.376001559060743,-0.0034046309501695985,-0.004113423973487963,0,0
10154,28,29,-1.4000000000000015,-61.816462732753486,0.01379415251474338,-0.0037239112808097343,0,0
10187,28,29,-1.4000000000000012,26.72708260996164,0.006005219824161491,-0.003315916666285276,0,0
10221,28,29,-1.4000000000000026,-1.4500000000000013,0.006431595971842651,-0.0029042431443862247,0,0
10254,29,29,-30.60117098612004,-1.4499999999999986,0.006847407068196221,0.005871140619366637,0,0
10287,26,28,113.45857265457784,27.614521924139684,-0.0010905814098366334,-0.02674332378962208,0,0
10321,27,29,-109.00847361680913,-55.525854844868086,0.0153813443827803,0.005594395155887776,0,0
10353,27,29,26.286439016209783,26.186439016209782,0.008084060588566457,-0.0017307552901823866,0,0
10386,26,28,27.027105030467744,26.927105030467754,0.0002480412970354344,-0.009595875442287407,0,0
10419,26,29,-28.70002212153961,-58.04958333694208,0.016880572994916326,-0.0013726634875065372,0,0
10451,27,29,-32.006119625725894,27.08112493091654,0.009312164737659159,0.007572141452319362,0,0
10486,27,28,25.754755665301083,25.018061487939608,0.0017666945549872166,-0.00019551636674114281,0,0
10519,26,28,26.166961319002546,-27.022239313348376,0.009755605859845003,-0.007931571497889806,0,0
10550,25,27,3.864405533802886,33.127555391292105,0.0010372120515760328,-0.008948592188991075,0,0
10584,26,27,-57.473137990173335,-30.480060175100043,0.010120505472087095,0.00817884696838757,0,0
10617,25,28,54.22007420636506,-30.269076194506745,0.018843984291501165,-0.007447254928046352,0,0
10650,24,28,-0.18296689469890598,25.773370518378847,0.011325104166085783,-0.00739387789118656,0,0
10683,24,27,-28.867733230136896,28.553815695620802,0.0032429965799407046,0.0007770835039969223,0,0
10716,23,28,26.89613538169574,-57.04124730669179,0.01992746510156256,-0.007089990680345774,0,0
10750,22,29,0.14902005001433855,-2.6990200500143438,0.02071957445623788,-0.0071337251370979255,0,0
10782,22,29,-28.666602876915693,26.116602876915692,0.013344432185072372,0.0009615189359790027,0,0
10815,22,29,-1.0999999999999988,-1.4499999999999973,0.013759863156792226,0.0012766734662492364,0,0
10848,22,30,-1.1,-30.654888971633476,0.02255007740349393,0.0015920957690446992,0,0
10881,22,30,-1.1000000000000008,25.897551123412768,0.01501889374258023,0.0019119832359147087,0,0
10914,20,30,57.22558814051096,-1.5,0.015449333395548092,-0.014509458297474171,0,0
10949,21,30,-80.15087928019862,-1.5,0.01590222162397018,0.009690134851647039,0,0
10980,21,30,26.514637026151824,-1.5,0.016313992101577666,0.0024115050170819274,0,0
11014,19,30,54.5619408385885,-1.5,0.016755083358608543,-0.013633025029943001,0,0
11046,19,29,-55.721752718472686,28.32071656093132,0.00872062873257182,0.0021749751997335635,0,0
11079,19,28,-0.9499999999999993,-0.07861026745008877,0.008742977364926885,0.0024450569769109668,0,0
11112,18,28,27.308467544294004,-28.95528320147646,0.017187347464176626,-0.005519044260945674,0,0
11145,18,26,-28.232847011456265,57.064352581396015,0.0008321203172283302,0.002572778479332776,0,0
11179,18,26,-0.9,-54.61131750850641,0.017163299618875912,0.0028419179552151043,0,0
11211,17,25,30.53163716335967,30.131637163359674,0.008842540866836005,-0.005589299564225042,0,0
11244,16,24,-0.8276687347794282,-1.2276687347794308,0.009198814526930143,-0.005349107270382575,0,0
11278,17,22,-56.33815272283005,28.611854906346867,0.0008834719824372492,0.011024212101874117,0,0
11310,16,20,55.67965797707767,2.4176929508386023,0.00018946501185878798,-0.004958822775285579,0,0
11344,15,19,0.3708554515790717,-27.31786620421628,0.00809890144762845,-0.005066197838886652,0,0
11377,14,18,0.8194968501343194,0.6194968501343241,0.007920548182182893,-0.0053021311438132416,0,0
11411,14,16,-27.00507429893583,25.70688256851221,0.00016551042237791274,0.002844534261314756,0,0
11442,13,15,32.56415422475955,-24.000513668032497,0.00660357383139322,-0.005890699186592623,0,0
11476,12,13,-2.033296855313582,25.18407864376436,-0.0008697754719988973,-0.005287320446707311,0,0
11508,12,11,-27.69686132226356,4.6223787447695885,-0.0021831038323821476,0.0025820203141056247,0,0
11541,10,10,57.65392547100725,-27.43016781120687,0.0056932159587609775,-0.013972772837355069,0,0
11607,9,9,-20.59101932215138,-6.691226247936598,0.009523389942393273,-0.0021861161645972574,0,0
11640,8,7,15.276591553321943,45.06364210731315,-0.0032683612069912206,-0.006522524595489944,0,0
11671,7,5,2.1215085159126286,4.693017031825261,-0.004554978996332623,-0.007104148437530604,0,0
11705,6,5,-1.4790198247887418,-55.58737210111914,0.01218697656063081,-0.006658693233614202,0,0
11738,4,3,31.33075556996978,57.73577106492506,-0.004430598586424393,-0.01567634685622746,0,0
11772,4,1,-54.138531934861724,1.4269402711952925,-0.004850579917789763,0.0002578678962399202,0,0
11804,3,1,30.198086015115685,-55.313635145727865,0.010688115543830317,-0.008225372463509469,0,0
11839,1,0,26.526859799407404,26.89522680044135,0.002650579065650766,-0.01615282386116018,0,0
11870,0,-1,-23.982603384068703,3.768251697815089,0.0016106230276998214,-0.009534143583113405,0,0
11904,-1,-2,-0.040746032983481985,0.009253967016522016,0.001607932950977606,-0.009522298938037861,0,0
11936,-3,-3,31.50793089799038,2.052826030779061,0.0010223695823939156,-0.018509855543956157,0,0
11969,-5,-3,2.5226513473780816,-27.69746189263147,0.008988521776727272,-0.01923540305601177,0,0
12003,-5,-3,-54.242969434252515,0.15000000000000133,0.00894479090312276,-0.003421453454260237,0,0
12036,-7,-4,57.71475420812773,28.88237710406386,0.0005932529525296401,-0.02011007151161925,0,0
12070,-9,-5,1.9212499391780193,0.9856249695890136,0.0003017910033214641,-0.020678209768528886,0,0
12102,-10,-5,-24.153513024236204,-27.26662272204128,0.00795744065695648,-0.013896627923829506,0,0
12134,-10,-6,-28.019102410513916,29.740842051086332,-0.0005281622539921218,-0.005902268632709861,0,0
12167,-11,-6,29.56124122708167,-27.554057805959523,0.007392904018752834,-0.014400347300951234,0,0
12200,-13,-6,31.34416209380423,0.29999999999999866,0.007306978998716569,-0.023377839820718137,0,0
12233,-13,-6,-54.74701902363835,0.2999999999999973,0.007220585220716559,-0.007611833795082811,0,0
12268,-14,-7,27.161131413278625,26.81113141327862,-0.0008589267337247212,-0.015796817955842618,0,0
12299,-14,-6,-26.78383004832102,-58.63212698784267,0.015314587944191304,-0.008408570408433165,0,0
12332,-15,-6,29.949561215402454,29.20599930680492,0.006946401967400974,-0.016989803857800526,0,0
